Video file,Organ,Finding,Classification,labels
37a7bf7f-13a4-4f8f-bff2-fe51def860ce,Lower GI,retroflex-rectum,anatomical-landmarks,14
63236890-ea4b-442c-be4e-d9897fc736a5,Upper GI,retroflex-stomach,anatomical-landmarks,15
89817844-50b0-4689-b7af-3053fa5546db,Upper GI,retroflex-stomach,anatomical-landmarks,15
6b3ee0fc-5463-4405-ab42-5cc2a039c1ef,Lower GI,bbps-0-1,quality-of-mucosal-views,2
1a26582d-95f8-48d9-a2b7-c98a82e41424,Lower GI,bbps-2-3,quality-of-mucosal-views,3
31c02348-b6e4-449b-9b5b-a0ffd7fb5ae0,Lower GI,cecum,anatomical-landmarks,4
f7960825-7be6-428e-b2dd-40edb3f60d70,Lower GI,polyps,pathological-findings,12
81ebecbf-b5b0-49ff-9bbc-92aa075ede32,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
13a51fbf-e0df-48c6-8adf-adf832b90b13,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8aea82be-5b43-44b2-95eb-4df9445b0fb5,Upper GI,esophagitis-b-d,pathological-findings,8
1778d904-b13e-4461-9cd4-6a5bf1d3b37c,Upper GI,barretts,pathological-findings,0
6208e19d-421e-4e93-8de7-1a2f358fe378,Upper GI,retroflex-stomach,anatomical-landmarks,15
ad80dcb8-d10e-4fb6-85d0-1ead04b76bfb,Lower GI,bbps-2-3,quality-of-mucosal-views,3
15720013-4b89-4c28-bdd8-8f808a8222a7,Lower GI,impacted-stool,quality-of-mucosal-views,11
09d12e4d-ad70-409f-98bc-15d253d2aca9,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a5923e26-18ba-42c4-8db0-80c201bbb92b,Upper GI,pylorus,anatomical-landmarks,13
645913ab-df22-45a5-8c4a-e00513b2cd9e,Upper GI,pylorus,anatomical-landmarks,13
545dd982-f266-4558-a6a4-f8ba6943aa73,Lower GI,dyed-resection-margins,therapeutic-interventions,6
6f67c05c-43c1-4241-ae5a-96ab471eace3,Upper GI,esophagitis-a,pathological-findings,7
3e7b0022-1e5a-4ca8-a3cc-8b1ad045a380,Lower GI,cecum,anatomical-landmarks,4
f1e18592-a892-474e-b926-3e8a5cb1c56c,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
90ddb375-d19c-4bfe-a27a-d1a8b7f27ab1,Upper GI,pylorus,anatomical-landmarks,13
0def51a7-152b-438c-a412-4cc506d390d5,Upper GI,pylorus,anatomical-landmarks,13
fadda4bd-23c9-4da7-8023-0fe307efc45e,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8d32270c-d326-48a1-9e75-da92dee0e9f9,Lower GI,polyps,pathological-findings,12
61852d31-49a8-44f9-b3f3-1c559781bdd7,Upper GI,retroflex-stomach,anatomical-landmarks,15
b605980a-d74b-4162-85dd-ed0dd4e02c91,Lower GI,polyps,pathological-findings,12
82941ddb-f1b0-4ef7-a29e-705920938f6b,Upper GI,z-line,anatomical-landmarks,22
5658876a-d42c-4323-b97f-fb1c141dbb09,Lower GI,bbps-2-3,quality-of-mucosal-views,3
da67b6c8-dfe2-4b09-b640-a84d58ad921b,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
f2a06ffd-d057-4ba7-b7fb-bea559b3717c,Upper GI,z-line,anatomical-landmarks,22
fc8e5686-f613-4dcd-95d6-2d9c2303d1cb,Lower GI,bbps-0-1,quality-of-mucosal-views,2
ff3ba32a-fcb3-40e4-b2d4-b54507dbb677,Lower GI,polyps,pathological-findings,12
25302157-fdd2-4401-a3c7-a31c34f2b928,Lower GI,polyps,pathological-findings,12
54859186-2561-4110-9aa4-89a2b37d3c22,Upper GI,pylorus,anatomical-landmarks,13
3e4167f9-ca70-40b9-b69f-65e2ae260918,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
4c3e4938-5898-4ed9-a877-497f92c2316a,Upper GI,pylorus,anatomical-landmarks,13
70f5b2dc-80b0-432c-adc4-a6d6a4dba3cd,Lower GI,polyps,pathological-findings,12
601b3579-86a7-4bf2-a84b-716474a87c9f,Upper GI,esophagitis-a,pathological-findings,7
5af2c3ff-31cc-414d-8e99-0e79a881b7ad,Lower GI,bbps-2-3,quality-of-mucosal-views,3
3047889d-42b1-45a4-98fb-3bbacbc2799a,Upper GI,retroflex-stomach,anatomical-landmarks,15
2369ffed-4242-4e9a-8c3c-778367752d66,Lower GI,dyed-resection-margins,therapeutic-interventions,6
151b8a13-f928-4017-8c60-83b5a7e062dc,Upper GI,pylorus,anatomical-landmarks,13
256aac1e-d690-4c26-961e-7d802b419e82,Upper GI,retroflex-stomach,anatomical-landmarks,15
4dcc4941-dbd4-464f-893a-95962b9c4a87,Lower GI,bbps-2-3,quality-of-mucosal-views,3
84b7f50b-cfa4-4ed6-b94b-917409baa29c,Upper GI,retroflex-stomach,anatomical-landmarks,15
028ee958-7fa4-4085-b6b6-093687619192,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
3da3cc04-2556-4367-b8c3-af7b43ed5a96,Lower GI,bbps-2-3,quality-of-mucosal-views,3
1452dadd-f8a8-4e18-a30c-d3e7e1976033,Lower GI,bbps-0-1,quality-of-mucosal-views,2
39f8a6b4-ea1f-4862-ab21-cde455423b94,Upper GI,z-line,anatomical-landmarks,22
f9761547-9a83-46b8-a3f7-1aa3affb1533,Lower GI,bbps-0-1,quality-of-mucosal-views,2
d106f82f-c21f-4ffb-8bc9-fd26961d616d,Lower GI,bbps-0-1,quality-of-mucosal-views,2
6db7a7ec-3ede-4cad-89a1-9dc88a94dac2,Lower GI,dyed-resection-margins,therapeutic-interventions,6
951e3518-7bd0-4baf-ad33-530dee2da164,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f50f641c-b2b0-47ea-9725-8f2b18f9b245,Lower GI,bbps-2-3,quality-of-mucosal-views,3
c7abddbe-f376-49b4-ad14-37cdda1aaae6,Lower GI,bbps-0-1,quality-of-mucosal-views,2
59413ab9-82c2-4e41-b511-d646e0708217,Lower GI,bbps-0-1,quality-of-mucosal-views,2
a4806a8a-8eac-4c00-94ad-dfa446956eb2,Upper GI,esophagitis-a,pathological-findings,7
30fb4019-ead1-4a4a-9c1e-e0ca4504cbc3,Upper GI,z-line,anatomical-landmarks,22
30495978-77d1-4a97-9c86-117967a40da5,Lower GI,cecum,anatomical-landmarks,4
ecee64a4-293c-4dd9-a633-aab6890a9d60,Upper GI,pylorus,anatomical-landmarks,13
3bcefe54-7984-419e-aba6-dc4e19288960,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
a6733f49-494c-4ebd-b64f-76eee8a38f23,Lower GI,dyed-resection-margins,therapeutic-interventions,6
114bb680-c0f3-4e83-8fe3-64d2e0d25d6c,Upper GI,esophagitis-a,pathological-findings,7
94830fe0-8091-476d-b229-92c937485aaa,Lower GI,cecum,anatomical-landmarks,4
2f032b2f-6060-44f9-9436-8f147b48b280,Lower GI,dyed-resection-margins,therapeutic-interventions,6
32e32c8a-c566-47aa-a68d-7c40e0de5ab9,Lower GI,retroflex-rectum,anatomical-landmarks,14
0a6b6e52-87f6-4f46-a32a-cdcb466f48db,Lower GI,retroflex-rectum,anatomical-landmarks,14
5025730a-3f5c-4e7e-ba5e-06f82bb7e7a6,Lower GI,bbps-2-3,quality-of-mucosal-views,3
1e72b28c-86ad-4739-8339-b1a5cc257763,Lower GI,polyps,pathological-findings,12
8a18b118-97a4-409d-be9c-ccfd206a6ff7,Lower GI,cecum,anatomical-landmarks,4
202391de-3b96-4dfc-85b3-73a784ec639a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
72c5a1f4-9a3c-4b39-9e17-949b7323b94a,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
d26f8b53-ee7c-4844-99e1-9d3408065983,Lower GI,impacted-stool,quality-of-mucosal-views,11
2f6d6163-4823-4851-8423-262fa4ccd199,Upper GI,z-line,anatomical-landmarks,22
5e89859a-2a80-43fe-90f1-9ca511c60c1a,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a49556de-ecd9-4f5f-a466-0f122c97ab09,Lower GI,cecum,anatomical-landmarks,4
bf999ede-66e8-4870-90e4-3dec69a13410,Upper GI,z-line,anatomical-landmarks,22
8c7853cc-6c74-4563-91e0-ebd1c59813d2,Lower GI,dyed-resection-margins,therapeutic-interventions,6
2c93f2a1-95e8-45a1-af3d-3a4214b6bae2,Upper GI,retroflex-stomach,anatomical-landmarks,15
7ed7a11a-51e9-4d58-9fee-4da8642703d8,Lower GI,bbps-2-3,quality-of-mucosal-views,3
6e13b058-0837-42df-9269-468380407a5d,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
3b29cd58-20b4-4358-8a92-04735c222bf5,Upper GI,pylorus,anatomical-landmarks,13
4b552eef-d55a-460e-bc0c-05de7e4706a1,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
1cf1bfd5-db5a-4be5-88fa-3e0fdba1567e,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
61a27d40-a524-4a65-a3ae-bc59949324c6,Lower GI,cecum,anatomical-landmarks,4
7128e1ae-61e8-4183-9b53-2058c7ce1856,Lower GI,polyps,pathological-findings,12
f1d27a24-8509-41cc-ae2a-227258d6d060,Upper GI,z-line,anatomical-landmarks,22
67ec223d-bc15-4c3e-96e7-6b49b5d5bbc8,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b8b625b1-024f-4bca-a314-e7896f9508d3,Upper GI,retroflex-stomach,anatomical-landmarks,15
7617ee91-ccab-46eb-aa57-f3ad4d6a4691,Lower GI,dyed-resection-margins,therapeutic-interventions,6
883a1167-dbd1-4504-b7de-2bd1d77208e5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
35bae6ed-9c40-4d5f-ab24-22a96538f624,Lower GI,dyed-resection-margins,therapeutic-interventions,6
d7edda23-fbdc-44a8-b661-cb912360e271,Lower GI,dyed-resection-margins,therapeutic-interventions,6
ebecb670-0071-4a53-ae55-bc1df538e0ca,Lower GI,polyps,pathological-findings,12
e0dc9490-38ef-4d46-8aa4-098e4fb37362,Upper GI,retroflex-stomach,anatomical-landmarks,15
bdb65cba-75bf-4db6-bf88-f6083fd93693,Lower GI,cecum,anatomical-landmarks,4
2091c3be-7e1f-4d15-9b95-355bd5e75578,Lower GI,bbps-2-3,quality-of-mucosal-views,3
239af4ae-b703-4f3b-8e31-425499d4cdbc,Lower GI,ulcerative-colitis-grade-1-2,pathological-findings,18
f8eccc55-a5b9-4789-a015-b20a53b8b3f4,Lower GI,dyed-resection-margins,therapeutic-interventions,6
c3df7a65-71fa-4b82-971b-170f25c5deff,Lower GI,dyed-resection-margins,therapeutic-interventions,6
804f6834-639f-408d-922f-1dbca9985746,Lower GI,bbps-2-3,quality-of-mucosal-views,3
61dada92-0a66-40e3-9acb-fc50831a18f2,Upper GI,z-line,anatomical-landmarks,22
4b7b73f8-9397-44e8-8f99-8418ccabd4e3,Upper GI,retroflex-stomach,anatomical-landmarks,15
24ea5882-2bce-47fc-819b-96f999be2d55,Lower GI,ulcerative-colitis-grade-0-1,pathological-findings,16
837a9e3b-32af-45e3-93d3-b4fe62767986,Upper GI,z-line,anatomical-landmarks,22
09f84b6f-f96b-4c23-86bb-eda1014efe52,Lower GI,bbps-0-1,quality-of-mucosal-views,2
8ec7ef9d-a013-4489-bd31-83e646fa082f,Lower GI,polyps,pathological-findings,12
0e223a15-4d3f-4b95-9f69-6e1985306943,Upper GI,pylorus,anatomical-landmarks,13
91e4aa94-dcd8-4ca3-9536-30f0207edb71,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b9a0d08a-30af-49e7-8cc4-6ffa077d3cbd,Lower GI,bbps-2-3,quality-of-mucosal-views,3
4d3c44af-d397-4137-b195-252caf1573d8,Lower GI,polyps,pathological-findings,12
2c4d0f15-9acb-47ec-8e67-35334093b81f,Lower GI,cecum,anatomical-landmarks,4
1ac5d2d5-3a45-4fef-95a0-4e0134c6ae91,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
1e6be756-afcc-4b0b-94e1-4f79759a7ddd,Lower GI,polyps,pathological-findings,12
f4a85033-7a4e-40a7-b99d-afd2f27fe7ef,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
876e7ce1-16cf-42c8-885c-7ee649b162bb,Lower GI,cecum,anatomical-landmarks,4
549fab71-ab34-4ef4-9879-466227df089c,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
98e9616b-31de-4e67-a3d1-b3a3bf7647e6,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
103b8be4-04bf-46d2-aed5-9c22d63880b6,Lower GI,bbps-0-1,quality-of-mucosal-views,2
a525b5fb-e2fd-47aa-bf39-5c5255c373f4,Lower GI,dyed-resection-margins,therapeutic-interventions,6
3c4c5998-1647-4749-ae85-860d1578da89,Upper GI,z-line,anatomical-landmarks,22
3564dc66-f430-45d0-9bdc-b4f34bb8c3a8,Lower GI,dyed-resection-margins,therapeutic-interventions,6
ebdd5461-7bbc-4e21-96ca-6e5fc3493452,Upper GI,retroflex-stomach,anatomical-landmarks,15
0f2c030a-2bce-4251-8e20-bd7f99a42257,Lower GI,cecum,anatomical-landmarks,4
ab01ae76-8b6c-4900-89af-5c32dbb0c0d8,Upper GI,esophagitis-a,pathological-findings,7
44d19905-4686-4778-966b-8795ab90cd37,Lower GI,polyps,pathological-findings,12
e206d1bd-6b07-498c-9d03-0ac69ad5ae57,Lower GI,polyps,pathological-findings,12
2c862823-89b5-44b3-bd2f-ff175175c5e5,Upper GI,pylorus,anatomical-landmarks,13
cef26bd1-f456-4e3d-a191-f47e9463bf75,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
5d2104c3-5530-434f-9d69-ecdaab571ab5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
a3cd5623-556c-48f9-adac-c0ac244eb46b,Upper GI,pylorus,anatomical-landmarks,13
0b08086e-20ec-42a5-b166-a92da513f0a1,Lower GI,bbps-2-3,quality-of-mucosal-views,3
3c33bf97-e24d-4513-9fe4-16c2e512fe38,Lower GI,bbps-2-3,quality-of-mucosal-views,3
1925bf1c-feb7-4e68-b121-68708826b8f7,Upper GI,pylorus,anatomical-landmarks,13
ccb9a231-aaa3-4104-bc86-ed9ad6a642d1,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
a79a76f4-b7db-42e8-85f7-6a2b60ac233a,Upper GI,z-line,anatomical-landmarks,22
69645762-4028-4cb4-8ffb-49e515bb7379,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
7a861823-2249-41b3-ae7d-0b91177a2de0,Upper GI,z-line,anatomical-landmarks,22
a1491b8f-cd4c-4cb6-a892-1ac62af3762a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
0ceb7736-72bf-4480-9f98-9060fdddba9f,Upper GI,barretts,pathological-findings,0
28b86574-0331-4c07-9e36-75afd297b358,Lower GI,bbps-0-1,quality-of-mucosal-views,2
004df018-504d-43c3-8071-a853945910c5,Lower GI,bbps-0-1,quality-of-mucosal-views,2
d40c6a64-379b-4722-b296-2425f5f0b8d7,Lower GI,dyed-resection-margins,therapeutic-interventions,6
9bcc933a-129d-4022-bafe-4f7781ca2be8,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
05da3c1b-05b1-4aa4-9896-cd9813044101,Upper GI,pylorus,anatomical-landmarks,13
931d2ca8-f4f9-494b-ad60-a1e5b7de47d0,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f77192a7-0a6e-438d-8821-58086e8a8478,Lower GI,polyps,pathological-findings,12
61830a04-ef8b-4c95-9cc8-f8e5c2844e5b,Lower GI,dyed-resection-margins,therapeutic-interventions,6
5bd1b587-775c-4443-8299-b0fe48ee75a0,Upper GI,esophagitis-a,pathological-findings,7
82034b72-78a3-4848-8036-e2b24aee5253,Upper GI,z-line,anatomical-landmarks,22
e2749a50-e6f7-4087-b056-3d34f550c4c1,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
89d907cf-d65f-40af-b828-c9cb10c89992,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
fc21fd8b-1530-4f0e-9bae-2b58427216b9,Lower GI,dyed-resection-margins,therapeutic-interventions,6
108f2006-0e0c-4d82-93a3-c77d5a25ad90,Lower GI,dyed-resection-margins,therapeutic-interventions,6
699a7c04-acb1-4c78-962f-e34b760e3e50,Upper GI,pylorus,anatomical-landmarks,13
87d0ded1-ab38-48a1-808c-fec2b6da59b8,Upper GI,pylorus,anatomical-landmarks,13
5d5cf059-0462-4e5e-80c8-50ec4c266ae3,Lower GI,bbps-2-3,quality-of-mucosal-views,3
6793b4cc-54e4-4de3-bc70-4fc43dc00cb6,Lower GI,dyed-resection-margins,therapeutic-interventions,6
f2f2e4ea-c672-40a6-a31d-b392454e5e07,Lower GI,polyps,pathological-findings,12
49ec1434-c021-4f11-8c94-356ef41f8abf,Lower GI,polyps,pathological-findings,12
a4510636-38d7-4663-a53c-29c25a20d5f2,Upper GI,pylorus,anatomical-landmarks,13
1a3d98e8-6854-430e-bfce-26883b43a149,Lower GI,bbps-0-1,quality-of-mucosal-views,2
9396a1c0-84c1-49b7-91a1-c571d7051ab1,Lower GI,bbps-2-3,quality-of-mucosal-views,3
1ae80a92-8fb7-42c7-985d-0b8c05fdc107,Upper GI,pylorus,anatomical-landmarks,13
1fe5df30-e4be-4634-87c2-07ef68b2b804,Upper GI,z-line,anatomical-landmarks,22
9fee6a64-ddef-4b1e-827f-f57aa0d3123f,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
33d572c5-0154-468c-8b1d-5651127e6dcf,Lower GI,dyed-resection-margins,therapeutic-interventions,6
a44a9dda-890a-4977-8067-9d9bd0e55700,Upper GI,pylorus,anatomical-landmarks,13
8e8d3803-3f84-443b-8cee-249c11f99bdf,Lower GI,dyed-resection-margins,therapeutic-interventions,6
8ed88075-cdb7-4e75-bf7e-a61e31755706,Upper GI,pylorus,anatomical-landmarks,13
6b45a1a5-d405-4755-9054-aac12a9cbc4b,Upper GI,pylorus,anatomical-landmarks,13
8070953e-09a2-4c32-88b5-d2374757f317,Upper GI,z-line,anatomical-landmarks,22
64d0b26a-fd18-432a-a736-15e8b8a8c5d2,Lower GI,bbps-2-3,quality-of-mucosal-views,3
f6d46a23-15c9-474c-93b6-794b421e6556,Upper GI,retroflex-stomach,anatomical-landmarks,15
66f2bcce-53e8-489a-bccb-8574fabf521d,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
f97b3f83-6b2e-4ed4-ad51-672364f1400b,Lower GI,dyed-resection-margins,therapeutic-interventions,6
fd8b516b-09e8-4821-9fd9-63d34bc89238,Upper GI,z-line,anatomical-landmarks,22
c71716d3-b6c6-4019-bfd1-209d26f78576,Lower GI,polyps,pathological-findings,12
21cf34af-23b5-4b57-8bd8-71a536726796,Upper GI,z-line,anatomical-landmarks,22
0b9e1573-f310-47d1-b8c9-932590746548,Upper GI,z-line,anatomical-landmarks,22
d3b32d17-2bed-4d46-9b60-85e78a213a27,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
c4936df8-80de-498c-a236-1d9146102154,Lower GI,polyps,pathological-findings,12
956cbff8-1251-42c8-85fb-78a80a07430a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
e11736cf-5766-4898-bf15-0cfac3648456,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
e1ab7eb9-0e9f-4b40-b2d9-58d63a793aa4,Upper GI,z-line,anatomical-landmarks,22
076a7b6b-817b-4890-930f-c341ea1fa7fa,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
8635e284-3aef-4f3d-a9c0-dced573a8005,Lower GI,bbps-0-1,quality-of-mucosal-views,2
2ac3d191-bd1c-431e-907e-a4a780cd2099,Lower GI,cecum,anatomical-landmarks,4
1a115b21-3aa5-4040-a466-4d7659954d0a,Lower GI,dyed-resection-margins,therapeutic-interventions,6
1dd5282a-3d1b-4d45-a187-22340a48cb9a,Upper GI,z-line,anatomical-landmarks,22
c13fceeb-ee42-42d1-8d47-0e537ce44eff,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
7b7169e5-4206-4a66-b0cd-60236923b4c5,Upper GI,esophagitis-b-d,pathological-findings,8
d854a848-f166-4a9e-a2d1-ae2ce7d674ea,Lower GI,bbps-2-3,quality-of-mucosal-views,3
7836f4e3-9e73-4ce5-ba63-6bd2a9dcaf2f,Lower GI,bbps-0-1,quality-of-mucosal-views,2
3a8b7449-61cf-4b91-843d-b0f2b458aba7,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
88f8e31f-2a53-4c47-9303-a4383d00ee1c,Lower GI,dyed-resection-margins,therapeutic-interventions,6
06932bad-5b46-44be-ae28-814e9fede9c4,Upper GI,pylorus,anatomical-landmarks,13
c137c119-8c62-49a6-b8db-11994ad44977,Lower GI,bbps-2-3,quality-of-mucosal-views,3
fd9d587c-98d1-46f8-b8cb-3f9f61931656,Lower GI,polyps,pathological-findings,12
b2035429-e7aa-4a79-8590-0ca992189195,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
fad87f83-c5b5-4db6-86c1-c31d276b1f8f,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
4a2e0a3f-cace-480e-b424-b252055ef3a7,Lower GI,bbps-0-1,quality-of-mucosal-views,2
10ea9a31-b325-49bc-bbc5-76f328226385,Lower GI,cecum,anatomical-landmarks,4
ae746df1-06ba-4bd7-9672-71479368a551,Lower GI,bbps-0-1,quality-of-mucosal-views,2
d8e739e0-7882-4e5f-9e45-d0d6a6e734d1,Lower GI,polyps,pathological-findings,12
1be4dec1-052a-44b3-a065-8bc6a1f02e1c,Upper GI,pylorus,anatomical-landmarks,13
bb22d3f9-fece-46db-b22e-14f23ee32e6d,Lower GI,bbps-2-3,quality-of-mucosal-views,3
b0bdb14b-440a-4cee-98fc-d36ac74f833d,Lower GI,ulcerative-colitis-grade-2,pathological-findings,19
ad8a652f-171f-4e87-9334-80720fa9e915,Lower GI,bbps-0-1,quality-of-mucosal-views,2
f15ee182-84da-44e1-9033-046b3890e534,Lower GI,polyps,pathological-findings,12
1291ea49-0b0f-485f-b9e4-b98c72c06688,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
af20035a-a564-4910-99fd-1912e4daadf2,Lower GI,retroflex-rectum,anatomical-landmarks,14
ef868d92-75c6-49e9-b1dd-a5ebacef1c35,Lower GI,cecum,anatomical-landmarks,4
7d061967-5f36-485e-9e3e-a3bd73817885,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9cd15185-8ebd-41a4-aa9c-3542c4577862,Upper GI,esophagitis-a,pathological-findings,7
2b555bf5-bad3-4af2-b265-94fb2b80b546,Upper GI,pylorus,anatomical-landmarks,13
7646c7de-7a81-42a6-98d9-e560231c31c6,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
526c5e76-8c82-4d81-b3af-b786edff73ae,Lower GI,polyps,pathological-findings,12
5e47f553-3909-448d-b6d2-09de59cfebf1,Lower GI,ulcerative-colitis-grade-3,pathological-findings,21
aaf40b70-0082-4257-9ff2-ccd25e983f1b,Lower GI,ulcerative-colitis-grade-0-1,pathological-findings,16
512330d8-7580-4b01-afa9-2022d4c92648,Lower GI,bbps-2-3,quality-of-mucosal-views,3
833c5c22-70db-4489-8d48-aa515f550b51,Lower GI,dyed-resection-margins,therapeutic-interventions,6
6b63d7eb-bb42-4f95-87e3-02d923750209,Lower GI,bbps-2-3,quality-of-mucosal-views,3
9f65efe7-0ce1-44dc-86ab-c98b2bb8a65b,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
fdb6ddf3-30e4-4f7c-b2d5-be52d9c72204,Lower GI,dyed-resection-margins,therapeutic-interventions,6
2cbcb913-e037-4e27-b431-8aaf25872085,Upper GI,retroflex-stomach,anatomical-landmarks,15
51ca0276-2780-40c0-86b2-ea26fafa1f22,Upper GI,esophagitis-a,pathological-findings,7
34266e99-436a-4447-ad9c-4967c866bac4,Lower GI,dyed-resection-margins,therapeutic-interventions,6
65cd8a58-ac73-430b-bbb0-1718d1ca2003,Lower GI,retroflex-rectum,anatomical-landmarks,14
7267bc20-862a-41e4-8de7-3bdef70a3567,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
6fcd581e-0505-448c-a3d7-0946e47b70a1,Lower GI,cecum,anatomical-landmarks,4
338c903d-398d-4e83-957b-711adebab349,Lower GI,cecum,anatomical-landmarks,4
58320ab2-3a7f-416f-b76a-358915c6aff0,Lower GI,cecum,anatomical-landmarks,4
5cceb378-1dda-4399-b7e9-61a77c0a32b5,Lower GI,bbps-2-3,quality-of-mucosal-views,3
c1408fe5-5cfa-435b-a760-1eb671be77b9,Upper GI,z-line,anatomical-landmarks,22
7df360bd-4cc2-4ad9-9f99-f24b8b8403d6,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
b7847406-90eb-4a4e-88d2-328743584e72,Lower GI,cecum,anatomical-landmarks,4
ebf0dcba-dfa5-4fdf-bfaf-5b6585df4e60,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
93c71dc9-85f3-4e5a-90bc-7a38c8d6af04,Upper GI,pylorus,anatomical-landmarks,13
b9ad04f9-05e7-4e14-8175-5d715c1395f6,Lower GI,bbps-2-3,quality-of-mucosal-views,3
39591b96-9693-4113-b6a3-0dff7d18577e,Upper GI,esophagitis-a,pathological-findings,7
ff808655-695b-49db-a201-648eb795c838,Lower GI,dyed-resection-margins,therapeutic-interventions,6
7405da3f-f4b2-4767-a4fa-850104f1b489,Upper GI,retroflex-stomach,anatomical-landmarks,15
3764a21f-0ddb-42a7-a044-93e663272c76,Upper GI,z-line,anatomical-landmarks,22
0ae7837d-e8f6-4121-b3db-f31a0a467acf,Upper GI,esophagitis-a,pathological-findings,7
4f04efe3-a874-44bb-a7e1-d2e1519b0875,Lower GI,dyed-resection-margins,therapeutic-interventions,6
8cacae7a-faac-49cb-b9fa-4ea8525a0bab,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
bcf7d93d-069d-4f7a-a72f-25ee96e376f6,Lower GI,retroflex-rectum,anatomical-landmarks,14
6d87d28c-cda7-46bc-84c9-a5f7389e2157,Lower GI,polyps,pathological-findings,12
cf73baf7-5783-48fa-b146-0d0d67f8eeec,Upper GI,retroflex-stomach,anatomical-landmarks,15
091cb618-83cd-4875-84f3-d4104094d19a,Upper GI,esophagitis-b-d,pathological-findings,8
3b9b2877-7b6e-41b1-85f7-1874b09ad8bc,Upper GI,esophagitis-b-d,pathological-findings,8
80f734f4-246c-43aa-94c5-fb79452439ae,Upper GI,retroflex-stomach,anatomical-landmarks,15
e54d3294-43ca-49ae-9097-8c6f57d5dc55,Lower GI,dyed-resection-margins,therapeutic-interventions,6
d527d9f3-7b3c-4ab6-9571-828fd6c360c6,Upper GI,esophagitis-a,pathological-findings,7
df71a43b-8aca-4f97-9c78-9a72a3adfef3,Lower GI,cecum,anatomical-landmarks,4
07083f81-af1e-42e2-b297-a661b7e5189b,Upper GI,esophagitis-a,pathological-findings,7
e8a55a23-1a37-4fc1-bea1-b7251fe21aeb,Lower GI,dyed-resection-margins,therapeutic-interventions,6
b70ae387-f412-412c-a06d-89131025fa2c,Lower GI,ulcerative-colitis-grade-1,pathological-findings,17
5e0c9408-58d9-4386-9291-89c7ad3f8e14,Lower GI,dyed-lifted-polyps,therapeutic-interventions,5
2f12ff60-54f5-4872-a406-b71f82082c07,Upper GI,z-line,anatomical-landmarks,22
c5597208-56ae-46e1-99a4-e04e3f75d16a,Upper GI,retroflex-stomach,anatomical-landmarks,15
001f3333-1f3b-4aba-811c-e1679beccd57,Upper GI,pylorus,anatomical-landmarks,13
2588eac6-6b98-4e11-a390-2f0d3377c0b2,Lower GI,polyps,pathological-findings,12
